Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Cost Price,Sale Price,Discount Amount,Cost of Repairs,Total Sales per Employee,PC Market Price,Finance Amount,Credit Score,Channel,Priority,Payment Method,Storage Capacity,Storage Type,RAM,Purchase Date,Ship Date
North America,Pennsylvania,Meadville,LJ Computers,7,Samsung,Notebook 9 Pen,Brittany,Robinson,(144)298-2249x549,sheilarussell@example.com,Carl Davis,Repairs,9778,13786,425,1537,17,10989,25762,482,Offline,Low,Finance,500GB,HDD,8GB,6/20/2023,N/A
Africa,Egypt,Cairo,KyaSand Tech Gadgets,5,Samsung,Chromebook 4,Brian,Clark,(237)618-9099x8946,hernandezcheryl@example.com,Allison Gilbert,Second-hand Sales,2531,5706,56,0,671,3906,0,836,Offline,Low,Cash,500GB,SSD,16GB,11/6/2022,N/A
North America,California,Santa Clarita,DEF Machines,7,MSI,GS75 Stealth,Shannon,Jackson,(881)042-7837x259,gallowayrachel@example.org,Amber Montgomery,Repairs,7906,10098,17,1277,899,8553,0,764,Online,Medium,Bank Transfer,256GB,HDD,2GB,4/1/2021,4/4/2021
Africa,South Africa,Gauteng,Jacks Hardware,1,Acer,Nitro 5,David,May,872.956.8522x94474,hullsarah@example.com,Mrs. Barbara Davenport,New Sales,24170,26630,316,0,689,26169,0,691,Online,Medium,Bank Transfer,500GB,SSD,16GB,5/18/2022,5/23/2022
Africa,Botswana,Kgatleng,Western International PCs,9,Acer,Swift 3,Emily,Townsend,184.668.7644,ashleylee@example.com,Lisa Williams,New Sales,21441,25644,293,0,576,22343,0,669,Offline,Medium,Cash,1TB,SSD,16GB,6/18/2022,N/A
Africa,Kenya,Bungoma,Jacks Hardware,8,Samsung,Notebook 7 Spin,Kimberly,Moreno,-5480,kirsten72@example.com,Amy Johnson,Second-hand Sales,3814,8441,762,0,620,7695,0,564,Online,Low,Bank Transfer,1TB,SSD,2GB,9/16/2021,9/24/2021
North America,Michigan,Detroit,Western International PCs,5,Lenovo,IdeaCentre AIO 3,Brittany,Mcgrath,(827)300-8021x1962,hillgeorge@example.com,Michael Gomez,Repairs,22293,26081,319,2197,180,23608,0,700,Online,Medium,Cash,256GB,SSD,8GB,8/20/2021,8/27/2021
North America,Ohio,Akron,Jacks Hardware,7,Samsung,Galaxy Chromebook 2,John,Jones,970.231.9120x3350,courtney57@example.net,Diamond Baker,Repairs,9506,12171,69,1792,999,10578,0,841,Offline,Low,Bank Transfer,256GB,HDD,8GB,4/3/2023,N/A
Africa,South Africa,North West,Mini Tech,2,Asus,ProArt StudioBook Pro X,Patrick,Tanner,001-199-921-9551,sarahreid@example.net,Erin Williams,Second-hand Sales,9854,11996,667,0,890,11967,0,543,Offline,Low,Bank Transfer,1TB,HDD,2GB,6/3/2021,N/A
North America,California,Riverside,Western International PCs,2,Asus,VivoBook S14,Danielle,Moore,(853)450-4869x9501,linda53@example.net,Ryan Bradley,Repairs,19427,21463,375,3475,832,21432,0,502,Offline,Medium,Cash,1TB,SSD,8GB,10/3/2021,N/A
Africa,Nigeria,Kebbi,A & A PCs,3,Asus,ROG Zephyrus S GX701,Daniel,Mitchell,001-042-320-3772x30296,tinaday@example.com,Randy Dillon,Returns,21479,26254,666,0,545,24213,0,742,Online,High,Cash,256GB,HDD,2GB,10/20/2022,11/13/2022
Africa,Ethiopia,Harari,DEF Machines,8,Acer,Chromebook Spin 311,Gerald,Mcintyre,-6788,freemanangela@example.net,Steven Walls,Second-hand Sales,16966,20115,85,0,52,17737,0,477,Online,High,Bank Transfer,1TB,SSD,2GB,3/28/2021,4/3/2021
Africa,Tanzania,Singida,GHI Machines,10,Acer,Nitro 5,Anthony,Greene,(288)005-4319x4769,henry61@example.org,Dawn Perkins,Second-hand Sales,9616,13167,390,0,774,11469,0,818,Offline,High,Cash,1TB,SSD,16GB,10/17/2022,N/A
North America,Pennsylvania,Philadelphia,Jacks Hardware,5,Samsung,Notebook 9 Pen,Amber,Richards,917-097-5671,riveralarry@example.org,Carol Wells,Returns,11823,14686,849,0,779,12008,0,497,Offline,High,Cash,256GB,SSD,4GB,10/25/2022,N/A
Africa,Angola,Bie,DEF Machines,5,Lenovo,ThinkCentre M920 Tiny,Tyler,Alexander,286.603.6469,nthompson@example.org,James Thornton,New Sales,3383,7058,992,0,717,5901,0,551,Offline,High,Cash,500GB,HDD,16GB,8/4/2023,N/A
North America,Michigan,Flint,Ricks Computers,7,HP,Elitebook,Laura,Hooper,791-788-4607x9341,scottdaniel@example.org,Michael Gomez,New Sales,8773,10906,0,0,906,9527,0,652,Online,Low,Bank Transfer,500GB,SSD,16GB,7/17/2022,7/19/2022
Africa,Nigeria,Niger,Ricks Computers,10,MSI,GP76 Leopard,Melanie,Stephens,5576623212,griffithamber@example.net,Randy Dillon,New Sales,22689,25861,910,0,801,24997,20863,546,Online,High,Finance,1TB,HDD,8GB,9/7/2021,9/9/2021
Africa,South Africa,Western Cape,Frankies Hardware and Software,6,Apple,Apple Mac Mini,Thomas,Johnson,808-051-2013,owenssteven@example.com,Erin Williams,Second-hand Sales,25843,29398,362,0,761,28083,1023,638,Offline,High,Finance,1TB,SSD,8GB,5/11/2023,N/A
North America,Georgia,Newnan,ABC Computers,9,MSI,GP65 Leopard,Erin,Smith,(543)975-0790x0930,stewartjohn@example.org,Jacqueline Rice,Returns,3639,6655,232,0,655,6093,0,787,Offline,Medium,Cash,500GB,SSD,2GB,9/30/2022,N/A
Africa,Ghana,Upper East,XYZ Tech,2,HP,ZBook,Henry,Jones,044.143.6811,briandonovan@example.net,Krista Wu,Returns,8311,12251,775,0,966,9143,0,414,Online,Medium,Cash,500GB,HDD,8GB,4/16/2022,4/27/2022
North America,Illinois,Aurora,Jacks Hardware,9,Samsung,Notebook Odyssey,Glenn,Rodriguez,+1-701-097-7997x4361,shepherdjessica@example.com,Curtis Tucker,Second-hand Sales,23159,26387,480,0,478,24712,0,670,Online,Low,Bank Transfer,500GB,SSD,2GB,12/7/2021,12/9/2021
Africa,Tanzania,Tanga,CK Tech Store,3,Toshiba,Chromebook,Samantha,Jensen,659-645-5142x0733,wendyhicks@example.com,Mary Fisher,Second-hand Sales,11596,14464,742,0,416,14441,23568,461,Online,High,Finance,256GB,HDD,4GB,3/19/2023,4/17/2023
Africa,South Africa,Gauteng,Greens Laptops and PCs,7,Lenovo,ThinkPad P15s,Paul,Lozano,6604959851,alvarezjeff@example.org,Mark Landry,Second-hand Sales,15216,17917,966,0,930,16104,0,626,Online,High,Cash,256GB,HDD,2GB,5/13/2021,5/18/2021
Africa,Ethiopia,Amhara,GH PC Shop,7,Acer,Aspire 7,Benjamin,Joseph,(529)985-8123x50488,vaguilar@example.net,Thomas Ramos,New Sales,28554,31564,346,0,171,31511,0,655,Offline,High,Cash,1TB,HDD,16GB,5/7/2023,N/A
North America,California,Stockton,DEF Machines,8,Apple,Apple Lisa,Chad,Mitchell,6257577037,znielsen@example.org,Joe Black,New Sales,14261,18469,494,0,909,15942,0,458,Online,High,Bank Transfer,1TB,SSD,4GB,11/3/2023,11/13/2023
North America,Illinois,Des Plaines,XYZ Tech,7,Apple,Apple Mac Pro,Bernard,Rogers,001-922-312-0887x486,whardy@example.org,Jeremy Thomas,Second-hand Sales,14361,18164,452,0,772,17840,17704,739,Offline,Low,Finance,1TB,SSD,8GB,7/2/2022,N/A
Africa,Tanzania,Njombe,ABC Computers,3,Toshiba,Portege,Natasha,Hardy,(109)860-7749x1975,ryan13@example.org,Antonio Cobb,Returns,27520,31057,549,0,663,28659,0,649,Online,High,Cash,256GB,HDD,16GB,3/9/2023,3/14/2023
Africa,Morocco,Khenifra,GHI Machines,9,Samsung,Notebook 5,David,Alvarez,+1-575-595-4665x9905,joshua09@example.com,Emma Scott,Returns,5509,7595,461,0,678,7279,0,493,Online,Medium,Cash,500GB,SSD,2GB,4/21/2023,4/26/2023
North America,Texas,Corpus Christi,Ricks Computers,6,MSI,GF63 Thin,Leslie,Poole,748.516.1345,murraylynn@example.com,Ashley Wright,Returns,4474,9242,484,0,813,8095,0,766,Online,High,Bank Transfer,500GB,HDD,16GB,6/18/2021,6/19/2021
Africa,Ethiopia,Somali,Frankies Hardware and Software,1,Toshiba,Chromebook,Thomas,Hayes,336.051.3895x4323,adrianrobinson@example.com,Jacob Spencer,Returns,27708,32626,597,0,890,27749,10301,755,Offline,High,Finance,500GB,HDD,16GB,8/31/2021,N/A
Africa,Morocco,Kenitra,CK Tech Store,5,MSI,GP76 Leopard,Alice,Wallace,565.008.6907x278,sarahhall@example.org,Gina Day,Returns,26326,31214,389,0,79,26627,0,639,Offline,Low,Bank Transfer,256GB,HDD,4GB,6/10/2023,N/A
North America,Illinois,Evanston,Benjis Tech,6,Lenovo,ThinkPad X13 Yoga,Shelby,Haynes,799.208.7980x178,todd27@example.net,Amanda Mitchell,New Sales,18796,23700,72,0,388,22863,0,568,Offline,Low,Cash,256GB,HDD,16GB,11/29/2022,N/A
Africa,Tanzania,Kigoma,ABC Computers,5,Samsung,Notebook 9 Pen,Andrew,Taylor,001-865-498-8013,xnewton@example.org,Tara Price,Second-hand Sales,7706,12343,476,0,710,7823,0,441,Offline,High,Bank Transfer,256GB,SSD,8GB,3/26/2021,N/A
North America,Georgia,Warner Robins,Benjis Tech,6,Samsung,Notebook 9,Tammy,Eaton,474.525.2631,omoreno@example.com,Christine Ramirez,Second-hand Sales,11576,13990,2,0,754,13409,0,516,Offline,High,Cash,500GB,HDD,2GB,3/11/2022,N/A
North America,Georgia,Augusta,Mini Tech,6,Samsung,Chromebook 4,Laurie,Hensley,+1-420-852-8089x808,martineztodd@example.net,Christine Ramirez,Second-hand Sales,18515,21365,452,0,534,21141,0,566,Online,High,Cash,256GB,HDD,4GB,8/24/2023,9/9/2023
Africa,South Africa,Limpopo,LJ Computers,9,Acer,Aspire 7,James,Williams,4089064739,randall82@example.net,Carol Smith,New Sales,7592,12168,597,0,221,9522,0,700,Offline,High,Cash,500GB,HDD,8GB,7/13/2023,N/A
North America,Georgia,Marietta,GHI Machines,7,Apple,Apple Power Mac G5,Vanessa,Miller,+1-013-313-2234x10585,sheila49@example.com,Michael Turner,New Sales,4059,7173,873,0,153,6658,0,400,Offline,Medium,Bank Transfer,500GB,SSD,2GB,4/26/2022,N/A
North America,North Carolina,Statesville,A & A PCs,8,Lenovo,ThinkPad X13 Yoga,Sarah,Townsend,791.636.6428x766,deanna46@example.com,Catherine Cuevas,Second-hand Sales,6637,10327,645,0,357,9801,34238,536,Online,Low,Finance,256GB,HDD,16GB,5/2/2021,5/19/2021
Africa,South Africa,Limpopo,A & A PCs,10,Toshiba,Satellite,Leah,Wallace,001-990-702-3346x2448,williamshannah@example.com,Pamela Zavala,Second-hand Sales,29391,34251,205,0,820,32258,0,697,Online,Medium,Cash,256GB,SSD,4GB,7/26/2023,8/18/2023
Africa,Morocco,Es-Semara,Benjis Tech,2,HP,Envy,Alyssa,Phillips,001-605-821-8145x78516,nicholskathleen@example.org,Adam Schwartz,Second-hand Sales,26859,31645,224,0,887,29424,12813,554,Offline,High,Finance,500GB,SSD,16GB,5/18/2023,N/A
North America,California,Long Beach,Benjis Tech,9,Acer,Aspire E 15,Michelle,Murphy,562.695.6763x478,pamelajones@example.com,Alyssa Martinez,Second-hand Sales,23842,28447,416,0,828,25786,0,632,Offline,Low,Bank Transfer,1TB,SSD,2GB,10/22/2022,N/A
Africa,South Africa,Mpumalanga,Western International PCs,6,Microsoft,Surface Pro,Jennifer,White,064-253-3567,karenjones@example.org,Jonathan Huang,Repairs,20830,23658,161,2669,885,21211,0,793,Online,Low,Cash,1TB,SSD,2GB,6/18/2023,7/14/2023
Africa,Kenya,Uasin Gishu,Ricks Computers,4,Toshiba,Chromebook,Sara,Cain,154-882-5131x86612,lcooper@example.net,Danielle Cole,New Sales,16271,19686,442,0,673,17123,18632,796,Offline,Low,Finance,256GB,HDD,4GB,7/15/2021,N/A
North America,Georgia,Marietta,Greens Laptops and PCs,4,Apple,Apple Mac Mini,Kelly,Jackson,721-739-7397,nicholasstephens@example.org,Jacqueline Rice,New Sales,8116,11663,437,0,869,10845,0,581,Offline,Medium,Bank Transfer,256GB,SSD,4GB,2/9/2024,N/A
North America,California,San Francisco,LJ Computers,2,HP,ZBook,Angelica,Little,+1-698-197-3182x3938,jenniferkennedy@example.net,Rachel Mitchell,Returns,15851,18837,471,0,528,18203,22253,523,Offline,High,Finance,500GB,HDD,8GB,2/21/2023,N/A
Africa,Egypt,Giza,DEF Machines,1,Asus,ZenBook UX425,Joseph,Adams,921.081.9832x758,bobbywolf@example.net,Evan Scott,New Sales,10856,15019,708,0,366,13710,8305,537,Offline,Medium,Finance,500GB,HDD,16GB,1/3/2023,N/A
Africa,Nigeria,Kebbi,GHI Machines,1,Dell,G Series,Roger,Sharp,122-170-2139,jimmy29@example.org,Mary Shaw,Second-hand Sales,23234,26235,56,0,960,25832,0,405,Online,Medium,Bank Transfer,500GB,SSD,16GB,9/30/2021,10/7/2021
North America,Michigan,Jackson,DEF Machines,5,Asus,ZenBook UX425,Tracy,Myers,001-841-889-6943x97798,kburns@example.org,Kevin Padilla,Second-hand Sales,9365,11847,599,0,380,9385,0,571,Online,Low,Bank Transfer,256GB,HDD,8GB,4/12/2023,4/30/2023
Africa,Botswana,Southern,GHI Machines,7,Acer,Aspire 5,Brian,Williams,(923)830-3484x51724,harrismary@example.com,Susan Nelson,New Sales,17423,21062,858,0,627,18249,24307,622,Offline,Low,Finance,500GB,SSD,2GB,11/29/2021,N/A
North America,North Carolina,Wilson,LJ Computers,5,Samsung,Notebook Flash,Charles,Wilson,657-289-8559x1306,owensbrad@example.net,Robert Wood,New Sales,20408,22936,605,0,240,21218,43848,620,Online,Medium,Finance,1TB,SSD,2GB,9/2/2021,9/22/2021
Africa,Tanzania,Dodoma,Greens Laptops and PCs,1,HP,Chromebook,Timothy,Dean,-1853,valentinejoseph@example.net,Jennifer Morales,Repairs,19301,24042,234,3625,398,23911,9831,716,Online,Medium,Finance,256GB,SSD,4GB,8/7/2022,8/17/2022
North America,Ohio,Dayton,A & A PCs,4,Asus,ExpertBook B9,Jennifer,Cortez,001-604-618-7018x4501,martin75@example.net,Eric James,Returns,29511,34149,237,0,720,32256,44800,569,Offline,High,Finance,500GB,HDD,4GB,6/4/2021,N/A
Africa,Ghana,Northern,Greens Laptops and PCs,1,Samsung,Galaxy Book S,Kim,Huang,+1-884-566-7036x24906,christopher49@example.com,Sheila Nichols,Second-hand Sales,22037,26231,542,0,828,22568,0,745,Offline,Low,Bank Transfer,256GB,HDD,4GB,12/29/2021,N/A
North America,Texas,Lubbock,Benjis Tech,6,Toshiba,Satellite,Regina,Rogers,+1-990-436-0989x22436,heatherjohnson@example.net,Courtney Morgan,New Sales,24061,28764,498,0,684,26541,0,820,Online,Medium,Cash,1TB,HDD,2GB,7/25/2023,8/20/2023
North America,North Carolina,Charlotte,ABC Computers,10,Toshiba,Tecra,Rebekah,Medina,(483)617-4927x6315,rebeccalandry@example.com,Eric Hall,New Sales,21504,24752,70,0,409,22964,2298,696,Offline,High,Finance,500GB,SSD,2GB,10/31/2022,N/A
North America,Georgia,Columbus,S & A Computer Place,6,MSI,Modern 15,Katherine,White,793.733.1842x3863,ryan45@example.org,Rebecca Brown,Returns,21127,24003,51,0,895,22768,0,827,Online,Medium,Cash,1TB,HDD,16GB,12/19/2022,12/24/2022
Africa,Angola,Cuanza Sul,Benjis Tech,7,Acer,ConceptD 5,Debbie,Evans,-1676,ellisonkarla@example.net,Aaron Thomas,Returns,29710,33210,752,0,545,32436,0,435,Online,High,Cash,500GB,SSD,8GB,3/11/2024,3/21/2024
Africa,Ghana,Northern,Mini Tech,2,Microsoft,Surface Pro,Madison,Hernandez,113.858.7582,ohooper@example.org,Kevin Lee,Returns,13450,17896,777,0,298,16844,0,518,Online,Low,Cash,500GB,HDD,8GB,4/25/2023,4/27/2023
Africa,Angola,Namibe,Benjis Tech,8,Acer,Predator Helios 300,Douglas,Weaver,001-580-585-3470,caitlin41@example.com,John Graham,New Sales,6612,10148,683,0,181,8272,0,467,Offline,High,Cash,1TB,SSD,2GB,8/12/2022,N/A
North America,North Carolina,Mooresville,Ricks Computers,6,Acer,Spin 5,Joseph,Nguyen,438.171.6405,eruiz@example.org,Calvin Rich,Returns,29992,33928,354,0,872,32058,0,666,Offline,Low,Cash,256GB,HDD,8GB,11/14/2023,N/A
North America,Ohio,Kettering,XYZ Tech,4,Asus,ProArt StudioBook Pro X,Julie,Fuller,186-178-4258x585,andersonashley@example.org,Melissa Fernandez,Repairs,8945,11512,496,3989,487,9257,0,552,Offline,Low,Bank Transfer,1TB,SSD,8GB,11/21/2021,N/A
Africa,Angola,Huila,ABC Computers,9,Toshiba,Satellite,Wyatt,Burns,730.314.4043,harveyrose@example.net,Lori Anderson,Returns,21305,24260,431,0,543,23458,13356,619,Offline,Low,Finance,256GB,SSD,4GB,9/6/2023,N/A
Africa,Tanzania,Mtwara,Ricks Computers,7,Samsung,Notebook 9,Kimberly,Chan,001-222-678-8727x4096,amanda17@example.org,Alicia Evans,Returns,5596,8873,148,0,488,8344,0,576,Offline,Medium,Bank Transfer,1TB,HDD,2GB,1/31/2023,N/A
North America,New York,Long Island City,GHI Machines,3,Apple,Apple Lisa,Brittany,Martinez,+1-703-954-6316x684,kimberlytorres@example.org,Ashley Miranda,New Sales,4753,8203,689,0,109,6979,28619,558,Online,Low,Finance,256GB,HDD,4GB,8/23/2021,9/5/2021
North America,Illinois,Waukegan,Mini Tech,4,Acer,Predator Helios 300,Jonathan,Schaefer,+1-421-534-9961x438,jonespatricia@example.com,Katie Fernandez,Second-hand Sales,5753,7964,883,0,297,6542,0,719,Online,Low,Bank Transfer,500GB,SSD,16GB,1/5/2023,1/15/2023
Africa,South Africa,Gauteng,CK Tech Store,4,HP,Chromebook,Kathryn,Rice,(047)402-3766x069,allison50@example.org,Daniel Lane,New Sales,18342,21978,944,0,266,19635,47655,759,Online,Low,Finance,500GB,SSD,16GB,2/24/2024,3/2/2024
Africa,Egypt,Damietta,XYZ Tech,9,MSI,GF63 Thin,Elizabeth,Smith,001-134-670-0191x9189,woodgerald@example.com,Jeffrey Nelson,New Sales,22933,26993,367,0,929,23850,16199,539,Online,High,Finance,256GB,HDD,8GB,9/10/2022,10/2/2022
North America,Ohio,Beavercreek,KyaSand Tech Gadgets,10,MSI,GS75 Stealth,Michelle,Nichols,155-536-5629x6997,griffithdominic@example.org,Roger Cole,Second-hand Sales,24557,29396,351,0,576,26971,0,802,Online,Medium,Cash,256GB,HDD,4GB,2/11/2022,3/7/2022
Africa,Tanzania,Pemba Kusini,Jacks Hardware,1,Apple,Apple Mac Pro,Daniel,Patton,-3044,henryrobertson@example.com,Tara Price,Returns,11948,14351,747,0,898,12921,0,515,Offline,Medium,Cash,1TB,HDD,2GB,8/18/2021,N/A
Africa,Egypt,Gharbia,ABC Computers,9,Microsoft,Surface Studio,Zachary,Cruz,140-144-5313x125,cmiller@example.com,Jacob Hudson,Repairs,27832,31396,490,4184,85,30312,0,671,Offline,Medium,Bank Transfer,500GB,SSD,4GB,7/9/2023,N/A
North America,Texas,Denton,CK Tech Store,3,Lenovo,IdeaPad Flex 5,Alyssa,Hampton,+1-811-599-6360x24910,cadams@example.net,Melanie Taylor,Repairs,23201,26169,797,4877,198,23779,6410,664,Online,High,Finance,1TB,SSD,16GB,8/30/2021,9/26/2021
Africa,Ethiopia,Benishangul-Gumuz,Western International PCs,8,Dell,Alienware,Jenny,Montoya,+1-945-587-2282x680,wthompson@example.net,Alexa Hopkins,Returns,5220,8098,713,0,567,5932,33904,539,Online,Low,Finance,1TB,SSD,2GB,11/20/2021,12/7/2021
Africa,Kenya,Trans Nzoia,LJ Computers,5,Microsoft,Surface Go,Arthur,Pham,(270)937-9679,kevin54@example.net,Christopher Santos,Repairs,8639,12905,733,4749,502,11237,35100,745,Offline,Low,Finance,1TB,SSD,2GB,5/4/2022,N/A
North America,California,Irvine,Western International PCs,6,Samsung,Notebook 7 Spin,Jon,Harvey,962.174.6649,kathryngill@example.net,Larry Smith,New Sales,24528,27706,833,0,575,27661,31423,506,Offline,Medium,Finance,256GB,SSD,2GB,11/4/2021,N/A
North America,California,Long Beach,Benjis Tech,8,Microsoft,Surface Duo,Paul,Andrews,001-987-911-8864x0813,myerskelly@example.org,Ryan Bradley,Repairs,22011,26318,798,3193,170,22966,0,711,Offline,Medium,Bank Transfer,500GB,HDD,4GB,11/11/2021,N/A
Africa,Morocco,Taroudant,S & A Computer Place,3,Asus,VivoBook Flip 14,Michael,Martinez,8842367661,andrewwilliamson@example.net,Kelly Mitchell,Repairs,13046,16300,280,2016,528,15589,0,826,Offline,Medium,Cash,256GB,HDD,4GB,7/16/2022,N/A
North America,California,Fresno,DEF Machines,8,Samsung,Notebook 9,Joshua,Gray,620-963-5412,wpearson@example.org,Ryan Bradley,Second-hand Sales,15316,19385,539,0,142,18968,25582,845,Offline,Low,Finance,500GB,HDD,4GB,9/21/2023,N/A
Africa,Morocco,Fes,ABC Computers,5,MSI,Alpha 15,Daniel,Lyons,(095)371-9108x598,stevenmcdowell@example.net,Brian Johnson,New Sales,5471,10432,410,0,559,6661,22856,664,Online,Low,Finance,500GB,SSD,2GB,8/5/2023,8/15/2023
Africa,Nigeria,Kano,LJ Computers,4,HP,Spectre,Kathleen,Duncan,605.218.5470,caseydavid@example.com,Lisa Morgan,Returns,8604,13097,889,0,692,8904,28669,561,Online,High,Finance,500GB,SSD,16GB,11/20/2021,12/16/2021
North America,Michigan,Royal Oak,Greens Laptops and PCs,6,MSI,GS66 Stealth,Colleen,Watson,001-330-349-3198x8726,rpatterson@example.org,Elizabeth Martinez,Second-hand Sales,23506,27489,703,0,582,26333,24596,788,Online,Medium,Finance,1TB,HDD,4GB,2/17/2022,3/9/2022
Africa,Tanzania,Kilimanjaro,Benjis Tech,9,Microsoft,Surface Go,Brady,Moore,522-507-0704x60175,pamela81@example.com,Corey Rasmussen,Repairs,8780,13555,620,1016,304,10734,0,519,Online,Medium,Bank Transfer,500GB,SSD,16GB,12/26/2021,1/24/2022
Africa,Kenya,Turkana,Mini Tech,10,Microsoft,Surface Hub,Madeline,Lane,9902990793,laura76@example.net,Christopher Santos,New Sales,15297,18750,107,0,444,17732,0,549,Offline,Low,Bank Transfer,1TB,SSD,4GB,9/25/2022,N/A
Africa,Angola,Moxico,ABC Computers,1,Asus,ExpertBook B9,Evelyn,Schmitt,443.655.4648x86570,hrios@example.com,James Thornton,Repairs,27822,30222,231,1091,863,28154,0,645,Online,Medium,Bank Transfer,1TB,HDD,2GB,11/9/2021,11/30/2021
Africa,Kenya,Kiambu,GHI Machines,8,Asus,ProArt StudioBook Pro X,Michele,Ruiz,+1-540-514-6004x236,rogersronald@example.com,Amy Johnson,New Sales,14531,17187,153,0,598,15908,0,592,Online,High,Cash,500GB,SSD,8GB,10/3/2022,10/17/2022
North America,Michigan,Ann Arbor,Jacks Hardware,6,HP,ZBook,Joseph,Ross,144.640.0112,ldavis@example.net,Elizabeth Martinez,Returns,11418,15757,951,0,828,11530,0,696,Online,Medium,Bank Transfer,1TB,HDD,4GB,3/2/2022,3/24/2022
North America,Pennsylvania,Reading,DEF Machines,7,HP,Omen,Michael,Morse,461-695-7425x895,moorecarlos@example.com,Carl Davis,Second-hand Sales,28840,33135,188,0,603,31233,38843,770,Online,Medium,Finance,256GB,HDD,4GB,6/23/2023,7/11/2023
North America,Texas,Killeen,Frankies Hardware and Software,3,HP,Envy,Debra,Rogers,(616)450-2977x200,juarezkaren@example.net,Melanie Taylor,Second-hand Sales,23253,25883,82,0,367,24344,32455,838,Offline,Low,Finance,256GB,SSD,2GB,1/18/2024,N/A
North America,Texas,Denton,CK Tech Store,8,Samsung,Notebook 7 Spin,Jason,Page,379-017-3781x78732,mcoleman@example.org,Amanda Brown,Returns,5130,9526,272,0,59,5294,24740,790,Online,Medium,Finance,500GB,SSD,8GB,2/13/2024,3/2/2024
Africa,Ghana,Brong-Ahafo,S & A Computer Place,9,Asus,ROG Strix Scar III,Vicki,Roberts,831-288-9650,tanyahubbard@example.net,Jonathan Miller,Second-hand Sales,16143,18957,266,0,251,17945,0,845,Offline,Low,Cash,500GB,SSD,2GB,10/2/2021,N/A
North America,Ohio,Youngstown,GHI Machines,5,Apple,Apple Mac Mini,Stephen,Chen,7786616155,wjames@example.com,Jason Gentry,Returns,9078,14007,480,0,234,11318,0,830,Online,Medium,Cash,1TB,SSD,16GB,10/13/2023,11/9/2023
North America,California,Riverside,Frankies Hardware and Software,3,Toshiba,Libretto,John,Brooks,8605946691,utrevino@example.com,Larry Smith,Repairs,11209,13958,836,1221,465,12662,0,736,Online,Medium,Bank Transfer,1TB,SSD,16GB,7/25/2022,8/3/2022
North America,California,Chula Vista,ABC Computers,1,MSI,GP76 Leopard,Brian,Vazquez,001-481-370-1698,pamela23@example.net,Joy Holt,Repairs,24268,27891,26,4309,167,27874,0,709,Offline,Low,Bank Transfer,256GB,HDD,2GB,10/26/2021,N/A
North America,Florida,Lakeland,S & A Computer Place,8,Toshiba,Tecra,Eugene,Morris,(417)804-8869,burtonmartin@example.com,Rachel Rowe,Repairs,10494,14605,412,1885,799,12152,0,767,Online,Low,Bank Transfer,500GB,HDD,4GB,9/8/2023,9/30/2023
Africa,Morocco,Safi,Benjis Tech,6,Dell,Venue,Andrea,Bernard,2279314535,smithjohn@example.org,Justin Kemp,Returns,28709,32439,121,0,12,30805,0,418,Offline,Low,Bank Transfer,256GB,SSD,8GB,3/30/2023,N/A
